id,Rings
107063,6
107064,11
107065,11
107066,5
107067,7
107068,6
107069,7
107070,7
107071,9
107072,10
107073,8
107074,7
107075,7
107076,8
107077,10
107078,7
107079,8
107080,7
107081,8
107082,9
107083,9
107084,5
107085,9
107086,5
107087,7
107088,7
107089,7
107090,9
107091,9
107092,7
107093,8
107094,10
107095,10
107096,7
107097,8
107098,9
107099,7
107100,7
107101,9
107102,4
107103,8
107104,4
107105,6
107106,7
107107,7
107108,7
107109,8
107110,7
107111,9
107112,7
107113,9
107114,9
107115,8
107116,7
107117,5
107118,10
107119,7
107120,8
107121,8
107122,7
107123,9
107124,7
107125,7
107126,10
107127,9
107128,7
107129,7
107130,8
107131,7
107132,9
107133,10
107134,7
107135,7
107136,7
107137,8
107138,7
107139,7
107140,10
107141,7
107142,7
107143,8
107144,6
107145,7
107146,7
107147,7
107148,10
107149,10
107150,11
107151,7
107152,7
107153,7
107154,10
107155,9
107156,7
107157,7
107158,6
107159,5
107160,7
107161,7
107162,7
107163,9
107164,11
107165,7
107166,9
107167,9
107168,8
107169,7
107170,7
107171,8
107172,9
107173,8
107174,10
107175,7
107176,7
107177,9
107178,10
107179,10
107180,10
107181,8
107182,6
107183,7
107184,6
107185,8
107186,10
107187,7
107188,7
107189,7
107190,7
107191,7
107192,7
107193,8
107194,7
107195,7
107196,11
107197,8
107198,7
107199,8
107200,7
107201,7
107202,8
107203,7
107204,8
107205,7
107206,7
107207,7
107208,7
107209,9
107210,7
107211,9
107212,7
107213,5
107214,7
107215,10
107216,8
107217,10
107218,7
107219,8
107220,11
107221,7
107222,7
107223,7
107224,8
107225,4
107226,7
107227,10
107228,7
107229,8
107230,7
107231,8
107232,10
107233,9
107234,5
107235,10
107236,11
107237,8
107238,6
107239,7
107240,6
107241,11
107242,7
107243,7
107244,11
107245,7
107246,7
107247,7
107248,8
107249,8
107250,7
107251,7
107252,9
107253,7
107254,8
107255,4
107256,9
107257,7
107258,8
107259,7
107260,8
107261,7
107262,7
107263,8
107264,8
107265,7
107266,9
107267,5
107268,5
107269,8
107270,8
107271,7
107272,7
107273,7
107274,9
107275,8
107276,11
107277,10
107278,7
107279,7
107280,9
107281,7
107282,7
107283,7
107284,7
107285,11
107286,7
107287,8
107288,5
107289,8
107290,10
107291,7
107292,7
107293,8
107294,8
107295,8
107296,7
107297,8
107298,7
107299,8
107300,9
107301,7
107302,10
107303,11
107304,8
107305,11
107306,7
107307,7
107308,8
107309,10
107310,8
107311,11
107312,10
107313,4
107314,4
107315,10
107316,11
107317,7
107318,9
107319,8
107320,5
107321,7
107322,7
107323,9
107324,8
107325,7
107326,4
107327,7
107328,7
107329,9
107330,7
107331,9
107332,7
107333,7
107334,8
107335,11
107336,9
107337,7
107338,7
107339,11
107340,7
107341,5
107342,11
107343,7
107344,10
107345,7
107346,8
107347,8
107348,6
107349,10
107350,4
107351,8
107352,11
107353,7
107354,8
107355,7
107356,7
107357,7
107358,9
107359,9
107360,8
107361,7
107362,8
107363,10
107364,8
107365,8
107366,8
107367,8
107368,8
107369,9
107370,10
107371,8
107372,8
107373,7
107374,7
107375,10
107376,7
107377,5
107378,7
107379,7
107380,7
107381,4
107382,10
107383,11
107384,8
107385,9
107386,5
107387,7
107388,8
107389,7
107390,8
107391,9
107392,10
107393,7
107394,8
107395,8
107396,7
107397,7
107398,11
107399,6
107400,7
107401,10
107402,7
107403,8
107404,8
107405,7
107406,7
107407,7
107408,8
107409,8
107410,8
107411,7
107412,7
107413,8
107414,8
107415,7
107416,7
107417,8
107418,7
107419,10
107420,10
107421,7
107422,7
107423,7
107424,9
107425,7
107426,8
107427,10
107428,9
107429,8
107430,10
107431,8
107432,7
107433,7
107434,8
107435,8
107436,6
107437,7
107438,7
107439,6
107440,4
107441,7
107442,11
107443,10
107444,8
107445,7
107446,8
107447,7
107448,9
107449,4
107450,7
107451,9
107452,4
107453,5
107454,7
107455,4
107456,8
107457,7
107458,9
107459,7
107460,7
107461,5
107462,8
107463,7
107464,7
107465,10
107466,9
107467,6
107468,11
107469,10
107470,7
107471,7
107472,7
107473,7
107474,10
107475,8
107476,7
107477,7
107478,7
107479,9
107480,10
107481,8
107482,8
107483,10
107484,9
107485,10
107486,4
107487,7
107488,10
107489,6
107490,8
107491,8
107492,7
107493,10
107494,7
107495,8
107496,7
107497,9
107498,9
107499,10
107500,8
107501,11
107502,11
107503,8
107504,10
107505,6
107506,10
107507,8
107508,8
107509,7
107510,8
107511,10
107512,8
107513,6
107514,7
107515,7
107516,4
107517,9
107518,7
107519,10
107520,11
107521,8
107522,8
107523,5
107524,7
107525,8
107526,7
107527,10
107528,5
107529,11
107530,10
107531,7
107532,8
107533,7
107534,6
107535,7
107536,8
107537,8
107538,7
107539,9
107540,10
107541,8
107542,10
107543,7
107544,9
107545,8
107546,10
107547,7
107548,10
107549,8
107550,7
107551,7
107552,6
107553,10
107554,4
107555,7
107556,13
107557,8
107558,8
107559,8
107560,10
107561,10
107562,7
107563,7
107564,6
107565,8
107566,5
107567,9
107568,9
107569,9
107570,7
107571,7
107572,10
107573,7
107574,10
107575,10
107576,7
107577,8
107578,7
107579,7
107580,7
107581,7
107582,10
107583,8
107584,7
107585,4
107586,8
107587,10
107588,7
107589,9
107590,6
107591,7
107592,8
107593,10
107594,8
107595,10
107596,7
107597,8
107598,8
107599,4
107600,7
107601,10
107602,7
107603,7
107604,7
107605,7
107606,7
107607,5
107608,7
107609,7
107610,8
107611,10
107612,8
107613,7
107614,8
107615,9
107616,5
107617,7
107618,11
107619,8
107620,9
107621,10
107622,8
107623,7
107624,7
107625,9
107626,7
107627,7
107628,8
107629,10
107630,7
107631,7
107632,6
107633,9
107634,7
107635,7
107636,7
107637,8
107638,8
107639,8
107640,7
107641,8
107642,11
107643,7
107644,11
107645,10
107646,10
107647,7
107648,11
107649,9
107650,8
107651,8
107652,10
107653,10
107654,7
107655,7
107656,7
107657,5
107658,7
107659,5
107660,8
107661,10
107662,7
107663,10
107664,8
107665,11
107666,10
107667,11
107668,7
107669,7
107670,8
107671,8
107672,10
107673,7
107674,10
107675,7
107676,8
107677,8
107678,8
107679,7
107680,7
107681,8
107682,7
107683,7
107684,6
107685,7
107686,4
107687,8
107688,8
107689,7
107690,7
107691,8
107692,7
107693,7
107694,7
107695,10
107696,10
107697,6
107698,7
107699,10
107700,7
107701,8
107702,11
107703,10
107704,9
107705,7
107706,11
107707,7
107708,7
107709,7
107710,7
107711,7
107712,8
107713,7
107714,9
107715,9
107716,8
107717,7
107718,7
107719,9
107720,8
107721,7
107722,7
107723,7
107724,9
107725,10
107726,11
107727,9
107728,8
107729,7
107730,7
107731,8
107732,7
107733,5
107734,7
107735,7
107736,13
107737,7
107738,8
107739,6
107740,7
107741,7
107742,10
107743,7
107744,4
107745,11
107746,7
107747,7
107748,8
107749,7
107750,10
107751,7
107752,8
107753,10
107754,7
107755,7
107756,9
107757,9
107758,8
107759,7
107760,7
107761,10
107762,8
107763,7
107764,6
107765,8
107766,7
107767,7
107768,6
107769,11
107770,8
107771,8
107772,7
107773,11
107774,9
107775,9
107776,8
107777,7
107778,9
107779,7
107780,10
107781,10
107782,7
107783,7
107784,5
107785,10
107786,7
107787,7
107788,4
107789,7
107790,8
107791,7
107792,11
107793,10
107794,5
107795,8
107796,7
107797,7
107798,5
107799,9
107800,7
107801,7
107802,8
107803,11
107804,7
107805,9
107806,7
107807,8
107808,11
107809,9
107810,5
107811,7
107812,5
107813,11
107814,7
107815,9
107816,7
107817,8
107818,9
107819,8
107820,7
107821,5
107822,7
107823,5
107824,8
107825,7
107826,9
107827,9
107828,8
107829,8
107830,7
107831,10
107832,9
107833,7
107834,10
107835,8
107836,7
107837,7
107838,10
107839,8
107840,11
107841,7
107842,8
107843,8
107844,10
107845,7
107846,7
107847,7
107848,7
107849,7
107850,7
107851,7
107852,11
107853,9
107854,8
107855,11
107856,7
107857,8
107858,7
107859,7
107860,7
107861,8
107862,7
107863,7
107864,7
107865,9
107866,7
107867,7
107868,10
107869,10
107870,6
107871,5
107872,11
107873,10
107874,9
107875,8
107876,10
107877,4
107878,7
107879,7
107880,9
107881,7
107882,7
107883,9
107884,8
107885,7
107886,10
107887,10
107888,10
107889,7
107890,9
107891,8
107892,8
107893,9
107894,8
107895,9
107896,7
107897,11
107898,8
107899,8
107900,7
107901,9
107902,9
107903,7
107904,7
107905,7
107906,8
107907,11
107908,8
107909,8
107910,11
107911,7
107912,5
107913,8
107914,7
107915,9
107916,8
107917,7
107918,11
107919,4
107920,8
107921,7
107922,7
107923,9
107924,8
107925,8
107926,8
107927,7
107928,10
107929,7
107930,8
107931,7
107932,10
107933,8
107934,9
107935,7
107936,7
107937,8
107938,8
107939,10
107940,7
107941,10
107942,8
107943,7
107944,7
107945,11
107946,7
107947,9
107948,7
107949,7
107950,7
107951,8
107952,8
107953,9
107954,9
107955,7
107956,10
107957,8
107958,7
107959,9
107960,14
107961,8
107962,5
107963,4
107964,8
107965,7
107966,10
107967,11
107968,7
107969,7
107970,10
107971,11
107972,10
107973,7
107974,9
107975,8
107976,8
107977,11
107978,7
107979,11
107980,7
107981,11
107982,9
107983,7
107984,8
107985,8
107986,10
107987,9
107988,8
107989,7
107990,7
107991,8
107992,11
107993,8
107994,7
107995,8
107996,7
107997,8
107998,4
107999,8
108000,9
108001,8
108002,9
108003,7
108004,8
108005,8
108006,7
108007,8
108008,9
108009,10
108010,7
108011,7
108012,10
108013,7
108014,9
108015,9
108016,8
108017,10
108018,8
108019,7
108020,7
108021,7
108022,11
108023,7
108024,7
108025,7
108026,7
108027,9
108028,7
108029,8
108030,10
108031,7
108032,7
108033,7
108034,10
108035,7
108036,9
108037,7
108038,7
108039,9
108040,7
108041,9
108042,7
108043,8
108044,8
108045,8
108046,7
108047,8
108048,7
108049,8
108050,5
108051,7
108052,7
108053,8
108054,6
108055,10
108056,8
108057,8
108058,7
108059,7
108060,7
108061,9
108062,4
108063,7
108064,7
108065,7
108066,9
108067,8
108068,6
108069,11
108070,6
108071,10
108072,8
108073,11
108074,11
108075,7
108076,7
108077,7
108078,4
108079,10
108080,7
108081,6
108082,8
108083,11
108084,8
108085,8
108086,10
108087,8
108088,5
108089,7
108090,7
108091,4
108092,8
108093,11
108094,8
108095,8
108096,11
108097,11
108098,7
108099,9
108100,10
108101,7
108102,7
108103,7
108104,11
108105,7
108106,11
108107,7
108108,10
108109,7
108110,10
108111,5
108112,7
108113,4
108114,9
108115,8
108116,8
108117,7
108118,9
108119,7
108120,10
108121,7
108122,7
108123,10
108124,9
108125,8
108126,7
108127,7
108128,8
108129,8
108130,7
108131,7
108132,7
108133,7
108134,7
108135,9
108136,9
108137,7
108138,6
108139,7
108140,4
108141,8
108142,7
108143,7
108144,8
108145,7
108146,7
108147,7
108148,9
108149,7
108150,8
108151,8
108152,7
108153,7
108154,11
108155,4
108156,7
108157,9
108158,7
108159,8
108160,10
108161,8
108162,8
108163,7
108164,7
108165,8
108166,7
108167,5
108168,7
108169,8
108170,11
108171,9
108172,8
108173,7
108174,9
108175,7
108176,7
108177,7
108178,7
108179,9
108180,7
108181,9
108182,7
108183,6
108184,5
108185,10
108186,5
108187,8
108188,8
108189,10
108190,7
108191,8
108192,7
108193,7
108194,7
108195,7
108196,7
108197,10
108198,7
108199,8
108200,7
108201,7
108202,9
108203,9
108204,8
108205,9
108206,7
108207,8
108208,8
108209,10
108210,7
108211,8
108212,7
108213,9
108214,7
108215,7
108216,5
108217,8
108218,8
108219,11
108220,8
108221,8
108222,9
108223,8
108224,9
108225,4
108226,6
108227,7
108228,7
108229,7
108230,7
108231,10
108232,10
108233,7
108234,7
108235,7
108236,10
108237,9
108238,7
108239,7
108240,7
108241,7
108242,7
108243,8
108244,10
108245,8
108246,5
108247,8
108248,11
108249,7
108250,7
108251,7
108252,5
108253,7
108254,9
108255,11
108256,11
108257,10
108258,8
108259,7
108260,7
108261,7
108262,8
108263,8
108264,7
108265,7
108266,7
108267,7
108268,8
108269,9
108270,5
108271,7
108272,8
108273,10
108274,10
108275,7
108276,7
108277,11
108278,5
108279,8
108280,7
108281,10
108282,7
108283,9
108284,8
108285,7
108286,11
108287,11
108288,10
108289,7
108290,7
108291,9
108292,8
108293,7
108294,7
108295,8
108296,10
108297,10
108298,7
108299,8
108300,7
108301,6
108302,7
108303,7
108304,4
108305,7
108306,5
108307,7
108308,7
108309,7
108310,10
108311,10
108312,9
108313,7
108314,5
108315,10
108316,5
108317,7
108318,10
108319,9
108320,7
108321,11
108322,7
108323,6
108324,9
108325,7
108326,7
108327,4
108328,7
108329,5
108330,7
108331,7
108332,7
108333,7
108334,11
108335,7
108336,8
108337,10
108338,6
108339,11
108340,11
108341,11
108342,9
108343,4
108344,8
108345,7
108346,8
108347,11
108348,7
108349,8
108350,8
108351,7
108352,10
108353,7
108354,7
108355,7
108356,8
108357,8
108358,8
108359,10
108360,8
108361,8
108362,9
108363,7
108364,7
108365,9
108366,5
108367,7
108368,10
108369,9
108370,8
108371,11
108372,7
108373,6
108374,7
108375,7
108376,9
108377,9
108378,8
108379,7
108380,8
108381,8
108382,11
108383,10
108384,11
108385,11
108386,8
108387,7
108388,8
108389,8
108390,8
108391,8
108392,4
108393,7
108394,7
108395,11
108396,10
108397,7
108398,7
108399,7
108400,7
108401,8
108402,7
108403,10
108404,7
108405,10
108406,7
108407,7
108408,11
108409,9
108410,9
108411,7
108412,7
108413,10
108414,7
108415,8
108416,4
108417,9
108418,12
108419,7
108420,7
108421,8
108422,7
108423,7
108424,7
108425,7
108426,7
108427,10
108428,7
108429,8
108430,9
108431,7
108432,7
108433,8
108434,8
108435,8
108436,8
108437,4
108438,8
108439,14
108440,10
108441,7
108442,11
108443,10
108444,8
108445,7
108446,8
108447,11
108448,8
108449,7
108450,7
108451,10
108452,9
108453,7
108454,8
108455,5
108456,8
108457,10
108458,11
108459,8
108460,8
108461,8
108462,4
108463,6
108464,7
108465,11
108466,7
108467,8
108468,7
108469,8
108470,6
108471,7
108472,9
108473,9
108474,7
108475,5
108476,10
108477,11
108478,8
108479,7
108480,9
108481,7
108482,8
108483,9
108484,8
108485,8
108486,8
108487,10
108488,7
108489,8
108490,7
108491,10
108492,8
108493,8
108494,10
108495,8
108496,10
108497,10
108498,7
108499,8
108500,8
108501,10
108502,9
108503,6
108504,9
108505,8
108506,8
108507,8
108508,8
108509,7
108510,8
108511,10
108512,9
108513,8
108514,9
108515,9
108516,10
108517,8
108518,7
108519,7
108520,8
108521,8
108522,8
108523,9
108524,4
108525,8
108526,8
108527,7
108528,9
108529,9
108530,7
108531,7
108532,9
108533,4
108534,8
108535,8
108536,7
108537,7
108538,10
108539,7
108540,4
108541,9
108542,8
108543,10
108544,8
108545,11
108546,11
108547,7
108548,7
108549,11
108550,7
108551,7
108552,9
108553,7
108554,10
108555,10
108556,4
108557,10
108558,7
108559,7
108560,10
108561,8
108562,10
108563,7
108564,12
108565,7
108566,7
108567,7
108568,7
108569,8
108570,8
108571,11
108572,9
108573,8
108574,10
108575,9
108576,8
108577,10
108578,8
108579,7
108580,8
108581,8
108582,8
108583,10
108584,4
108585,7
108586,11
108587,11
108588,8
108589,9
108590,8
108591,10
108592,7
108593,9
108594,8
108595,10
108596,7
108597,8
108598,7
108599,7
108600,10
108601,4
108602,4
108603,7
108604,7
108605,7
108606,8
108607,7
108608,8
108609,10
108610,5
108611,4
108612,7
108613,7
108614,10
108615,7
108616,8
108617,10
108618,7
108619,7
108620,8
108621,9
108622,8
108623,7
108624,8
108625,9
108626,13
108627,7
108628,8
108629,7
108630,7
108631,7
108632,8
108633,7
108634,11
108635,7
108636,8
108637,8
108638,7
108639,8
108640,7
108641,4
108642,9
108643,7
108644,11
108645,7
108646,9
108647,7
108648,9
108649,7
108650,7
108651,7
108652,6
108653,8
108654,7
108655,8
108656,8
108657,7
108658,6
108659,8
108660,11
108661,6
108662,9
108663,8
108664,8
108665,4
108666,7
108667,7
108668,5
108669,9
108670,4
108671,7
108672,7
108673,8
108674,7
108675,8
108676,7
108677,7
108678,8
108679,6
108680,10
108681,11
108682,7
108683,7
108684,7
108685,8
108686,8
108687,7
108688,7
108689,7
108690,10
108691,8
108692,7
108693,11
108694,7
108695,7
108696,13
108697,7
108698,7
108699,8
108700,7
108701,7
108702,8
108703,9
108704,7
108705,7
108706,11
108707,6
108708,7
108709,7
108710,7
108711,7
108712,7
108713,7
108714,10
108715,7
108716,11
108717,7
108718,6
108719,7
108720,8
108721,7
108722,6
108723,8
108724,7
108725,7
108726,10
108727,5
108728,8
108729,8
108730,4
108731,7
108732,10
108733,7
108734,8
108735,8
108736,7
108737,7
108738,6
108739,8
108740,7
108741,8
108742,11
108743,7
108744,7
108745,8
108746,8
108747,10
108748,6
108749,11
108750,6
108751,7
108752,10
108753,7
108754,7
108755,7
108756,7
108757,10
108758,7
108759,7
108760,7
108761,10
108762,9
108763,7
108764,7
108765,7
108766,11
108767,6
108768,6
108769,6
108770,11
108771,7
108772,8
108773,11
108774,7
108775,8
108776,10
108777,9
108778,7
108779,7
108780,11
108781,7
108782,8
108783,8
108784,8
108785,7
108786,9
108787,9
108788,9
108789,8
108790,10
108791,13
108792,7
108793,10
108794,7
108795,7
108796,8
108797,7
108798,7
108799,10
108800,10
108801,11
108802,7
108803,8
108804,8
108805,8
108806,9
108807,11
108808,10
108809,9
108810,8
108811,11
108812,8
108813,8
108814,4
108815,9
108816,7
108817,7
108818,9
108819,8
108820,7
108821,10
108822,7
108823,10
108824,5
108825,7
108826,8
108827,7
108828,9
108829,9
108830,8
108831,7
108832,7
108833,8
108834,8
108835,5
108836,8
108837,11
108838,7
108839,8
108840,7
108841,10
108842,7
108843,7
108844,8
108845,6
108846,8
108847,8
108848,8
108849,8
108850,8
108851,7
108852,9
108853,11
108854,8
108855,11
108856,8
108857,8
108858,5
108859,11
108860,9
108861,9
108862,8
108863,7
108864,4
108865,7
108866,5
108867,10
108868,8
108869,7
108870,11
108871,9
108872,9
108873,5
108874,8
108875,7
108876,10
108877,7
108878,8
108879,7
108880,7
108881,7
108882,7
108883,9
108884,8
108885,7
108886,7
108887,7
108888,7
108889,8
108890,5
108891,12
108892,6
108893,10
108894,7
108895,4
108896,8
108897,7
108898,8
108899,11
108900,7
108901,9
108902,7
108903,10
108904,8
108905,8
108906,7
108907,8
108908,7
108909,7
108910,10
108911,8
108912,7
108913,7
108914,7
108915,10
108916,7
108917,10
108918,7
108919,7
108920,7
108921,7
108922,11
108923,8
108924,5
108925,8
108926,7
108927,8
108928,7
108929,11
108930,8
108931,11
108932,7
108933,9
108934,8
108935,7
108936,10
108937,7
108938,11
108939,9
108940,9
108941,7
108942,7
108943,9
108944,8
108945,11
108946,11
108947,7
108948,7
108949,7
108950,9
108951,7
108952,11
108953,7
108954,8
108955,8
108956,5
108957,7
108958,8
108959,10
108960,7
108961,7
108962,7
108963,6
108964,7
108965,7
108966,7
108967,8
108968,7
108969,14
108970,11
108971,7
108972,7
108973,10
108974,7
108975,8
108976,7
108977,9
108978,10
108979,7
108980,10
108981,7
108982,10
108983,10
108984,8
108985,11
108986,10
108987,7
108988,9
108989,7
108990,6
108991,7
108992,7
108993,8
108994,7
108995,5
108996,8
108997,7
108998,8
108999,7
109000,8
109001,8
109002,11
109003,7
109004,5
109005,7
109006,8
109007,8
109008,7
109009,7
109010,8
109011,7
109012,4
109013,7
109014,7
109015,8
109016,7
109017,7
109018,7
109019,6
109020,6
109021,7
109022,7
109023,8
109024,8
109025,7
109026,7
109027,8
109028,10
109029,11
109030,7
109031,6
109032,11
109033,10
109034,9
109035,6
109036,7
109037,9
109038,8
109039,9
109040,7
109041,6
109042,10
109043,11
109044,7
109045,7
109046,10
109047,7
109048,8
109049,5
109050,5
109051,10
109052,8
109053,7
109054,10
109055,7
109056,7
109057,7
109058,7
109059,7
109060,4
109061,4
109062,7
109063,7
109064,8
109065,4
109066,7
109067,9
109068,9
109069,8
109070,8
109071,7
109072,6
109073,7
109074,7
109075,7
109076,8
109077,6
109078,11
109079,5
109080,9
109081,7
109082,7
109083,7
109084,7
109085,9
109086,8
109087,7
109088,7
109089,8
109090,5
109091,7
109092,9
109093,7
109094,8
109095,7
109096,8
109097,10
109098,8
109099,7
109100,7
109101,7
109102,10
109103,4
109104,11
109105,11
109106,7
109107,10
109108,7
109109,9
109110,7
109111,7
109112,8
109113,8
109114,8
109115,9
109116,7
109117,8
109118,11
109119,7
109120,8
109121,8
109122,10
109123,10
109124,7
109125,7
109126,11
109127,7
109128,7
109129,7
109130,7
109131,6
109132,11
109133,8
109134,8
109135,7
109136,7
109137,9
109138,7
109139,9
109140,7
109141,7
109142,7
109143,7
109144,9
109145,10
109146,11
109147,10
109148,7
109149,11
109150,9
109151,7
109152,7
109153,8
109154,8
109155,8
109156,7
109157,4
109158,8
109159,5
109160,8
109161,11
109162,9
109163,7
109164,7
109165,10
109166,8
109167,8
109168,7
109169,10
109170,4
109171,7
109172,8
109173,8
109174,7
109175,7
109176,6
109177,8
109178,5
109179,7
109180,7
109181,7
109182,8
109183,6
109184,8
109185,7
109186,7
109187,10
109188,10
109189,8
109190,8
109191,10
109192,7
109193,8
109194,5
109195,5
109196,8
109197,9
109198,7
109199,7
109200,7
109201,10
109202,7
109203,8
109204,9
109205,10
109206,7
109207,9
109208,8
109209,9
109210,9
109211,9
109212,10
109213,9
109214,7
109215,7
109216,7
109217,7
109218,7
109219,7
109220,7
109221,8
109222,8
109223,10
109224,7
109225,7
109226,7
109227,8
109228,8
109229,10
109230,9
109231,9
109232,7
109233,7
109234,9
109235,8
109236,10
109237,10
109238,9
109239,7
109240,8
109241,11
109242,7
109243,7
109244,6
109245,7
109246,11
109247,7
109248,8
109249,10
109250,7
109251,7
109252,7
109253,8
109254,8
109255,7
109256,8
109257,4
109258,7
109259,7
109260,10
109261,7
109262,10
109263,5
109264,6
109265,6
109266,8
109267,7
109268,8
109269,7
109270,7
109271,7
109272,7
109273,8
109274,4
109275,6
109276,7
109277,7
109278,5
109279,9
109280,9
109281,4
109282,10
109283,8
109284,8
109285,7
109286,9
109287,7
109288,7
109289,9
109290,7
109291,7
109292,7
109293,7
109294,8
109295,8
109296,7
109297,8
109298,7
109299,11
109300,11
109301,9
109302,9
109303,7
109304,7
109305,7
109306,7
109307,7
109308,4
109309,6
109310,7
109311,7
109312,7
109313,8
109314,8
109315,7
109316,8
109317,7
109318,8
109319,8
109320,8
109321,7
109322,8
109323,7
109324,10
109325,8
109326,8
109327,7
109328,10
109329,7
109330,8
109331,7
109332,5
109333,8
109334,7
109335,10
109336,8
109337,11
109338,7
109339,9
109340,7
109341,7
109342,6
109343,10
109344,7
109345,8
109346,4
109347,8
109348,7
109349,7
109350,5
109351,7
109352,8
109353,8
109354,8
109355,5
109356,8
109357,9
109358,9
109359,7
109360,7
109361,4
109362,11
109363,11
109364,8
109365,11
109366,8
109367,7
109368,5
109369,9
109370,4
109371,7
109372,8
109373,8
109374,8
109375,10
109376,7
109377,7
109378,9
109379,8
109380,8
109381,7
109382,7
109383,7
109384,8
109385,10
109386,5
109387,9
109388,9
109389,10
109390,7
109391,8
109392,7
109393,7
109394,10
109395,8
109396,7
109397,7
109398,10
109399,7
109400,7
109401,7
109402,5
109403,10
109404,9
109405,7
109406,7
109407,11
109408,9
109409,10
109410,7
109411,8
109412,8
109413,8
109414,10
109415,7
109416,10
109417,11
109418,11
109419,11
109420,8
109421,9
109422,8
109423,7
109424,7
109425,8
109426,7
109427,10
109428,8
109429,8
109430,8
109431,8
109432,10
109433,7
109434,7
109435,5
109436,8
109437,8
109438,7
109439,8
109440,10
109441,8
109442,9
109443,4
109444,7
109445,7
109446,8
109447,7
109448,7
109449,10
109450,8
109451,11
109452,4
109453,9
109454,10
109455,7
109456,8
109457,7
109458,8
109459,8
109460,7
109461,5
109462,7
109463,8
109464,7
109465,7
109466,7
109467,7
109468,6
109469,8
109470,9
109471,10
109472,7
109473,8
109474,9
109475,10
109476,8
109477,8
109478,7
109479,8
109480,7
109481,8
109482,7
109483,7
109484,9
109485,11
109486,10
109487,8
109488,7
109489,11
109490,7
109491,7
109492,8
109493,9
109494,7
109495,11
109496,9
109497,5
109498,7
109499,10
109500,9
109501,8
109502,9
109503,8
109504,7
109505,7
109506,9
109507,5
109508,11
109509,7
109510,10
109511,7
109512,9
109513,7
109514,11
109515,8
109516,5
109517,11
109518,8
109519,7
109520,9
109521,9
109522,10
109523,7
109524,8
109525,5
109526,7
109527,6
109528,7
109529,7
109530,8
109531,7
109532,8
109533,8
109534,7
109535,8
109536,9
109537,9
109538,7
109539,8
109540,7
109541,9
109542,10
109543,8
109544,7
109545,7
109546,6
109547,7
109548,7
109549,7
109550,6
109551,7
109552,8
109553,7
109554,8
109555,4
109556,7
109557,8
109558,6
109559,8
109560,7
109561,7
109562,9
109563,8
109564,7
109565,8
109566,7
109567,7
109568,7
109569,7
109570,8
109571,7
109572,7
109573,9
109574,7
109575,10
109576,7
109577,11
109578,10
109579,10
109580,8
109581,8
109582,8
109583,10
109584,7
109585,7
109586,11
109587,10
109588,7
109589,8
109590,8
109591,7
109592,8
109593,5
109594,8
109595,7
109596,10
109597,7
109598,7
109599,7
109600,9
109601,7
109602,7
109603,9
109604,7
109605,8
109606,9
109607,11
109608,7
109609,9
109610,11
109611,10
109612,10
109613,7
109614,5
109615,7
109616,7
109617,6
109618,7
109619,11
109620,7
109621,7
109622,8
109623,7
109624,7
109625,8
109626,7
109627,7
109628,8
109629,8
109630,11
109631,9
109632,8
109633,8
109634,7
109635,8
109636,10
109637,10
109638,7
109639,7
109640,7
109641,8
109642,7
109643,7
109644,7
109645,8
109646,8
109647,8
109648,8
109649,7
109650,7
109651,7
109652,7
109653,4
109654,9
109655,7
109656,8
109657,8
109658,8
109659,11
109660,10
109661,10
109662,8
109663,11
109664,5
109665,8
109666,7
109667,10
109668,7
109669,9
109670,9
109671,7
109672,8
109673,8
109674,9
109675,8
109676,7
109677,7
109678,10
109679,7
109680,8
109681,6
109682,8
109683,9
109684,9
109685,7
109686,9
109687,4
109688,7
109689,8
109690,5
109691,8
109692,8
109693,7
109694,9
109695,8
109696,7
109697,10
109698,8
109699,9
109700,7
109701,8
109702,9
109703,15
109704,7
109705,10
109706,7
109707,7
109708,8
109709,8
109710,10
109711,11
109712,8
109713,5
109714,7
109715,8
109716,9
109717,7
109718,10
109719,10
109720,7
109721,9
109722,8
109723,10
109724,8
109725,6
109726,5
109727,7
109728,10
109729,8
109730,8
109731,7
109732,7
109733,7
109734,9
109735,7
109736,11
109737,7
109738,7
109739,7
109740,8
109741,10
109742,7
109743,8
109744,8
109745,8
109746,8
109747,7
109748,10
109749,9
109750,7
109751,7
109752,8
109753,7
109754,9
109755,9
109756,7
109757,8
109758,4
109759,7
109760,8
109761,11
109762,7
109763,8
109764,12
109765,8
109766,7
109767,8
109768,7
109769,11
109770,7
109771,9
109772,7
109773,6
109774,10
109775,9
109776,7
109777,7
109778,7
109779,7
109780,8
109781,11
109782,9
109783,15
109784,9
109785,9
109786,11
109787,9
109788,10
109789,8
109790,7
109791,7
109792,10
109793,7
109794,9
109795,7
109796,6
109797,4
109798,7
109799,7
109800,7
109801,10
109802,5
109803,11
109804,8
109805,10
109806,11
109807,7
109808,8
109809,10
109810,7
109811,7
109812,7
109813,7
109814,8
109815,7
109816,6
109817,7
109818,7
109819,9
109820,6
109821,9
109822,8
109823,8
109824,9
109825,8
109826,9
109827,9
109828,10
109829,11
109830,9
109831,8
109832,7
109833,7
109834,7
109835,8
109836,8
109837,7
109838,7
109839,7
109840,8
109841,5
109842,10
109843,7
109844,8
109845,9
109846,7
109847,7
109848,8
109849,7
109850,8
109851,8
109852,5
109853,11
109854,10
109855,9
109856,8
109857,11
109858,7
109859,11
109860,7
